"Nationality Code","Nationality","Time Code","Time","Area Code","Area","Both sexes Intra Prefectural","Male Intra Prefectural","Female Intra Prefectural","Both sexes enter the prefecture","Male enter the prefecture","Female enter the prefecture","Both sexes left the prefecture","Male left the prefecture","Female left the prefecture","Both sexes Net Migrations","Male Net Migrations","Female Net Migrations"
"60000","All nationalities","2013001212","Dec. 2013","45000","Miyazaki-ken","1,044","494","550","1,013","548","465","959","527","432","54","21","33"
"60000","All nationalities","2013001212","Dec. 2013","46000","Kagoshima-ken","1,787","882","905","1,475","812","663","1,286","694","592","189","118","71"
"60000","All nationalities","2013001212","Dec. 2013","47000","Okinawa-ken","3,185","1,494","1,691","1,357","767","590","1,159","632","527","198","135","63"
"60000","All nationalities","2013001212","Dec. 2013","48000","Tokyo-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2013001212","Dec. 2013","49000","Nagoya-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2013001212","Dec. 2013","50000","Osaka-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2013001212","Dec. 2013","00416","Total of 21 major cities","64,342","32,353","31,989","79,701","41,635","38,066","77,527","40,739","36,788","2,174","896","1,278"
"60000","All nationalities","2013001212","Dec. 2013","01100","Sapporo-shi","4,314","2,061","2,253","3,043","1,562","1,481","2,481","1,330","1,151","562","232","330"
"60000","All nationalities","2013001212","Dec. 2013","04100","Sendai-shi","1,560","754","806","2,246","1,192","1,054","2,140","1,136","1,004","106","56","50"
"60000","All nationalities","2013001212","Dec. 2013","11100","Saitama-shi","1,499","756","743","3,487","1,873","1,614","2,986","1,668","1,318","501","205","296"
"60000","All nationalities","2013001212","Dec. 2013","12100","Chiba-shi","914","470","444","2,311","1,250","1,061","2,462","1,288","1,174","-151","-38","-113"
"60000","All nationalities","2013001212","Dec. 2013","13100","Ku-area of Tokyo","22,932","11,641","11,291","22,921","11,894","11,027","21,722","11,319","10,403","1,199","575","624"
"60000","All nationalities","2013001212","Dec. 2013","14100","Yokohama-shi","5,582","2,869","2,713","7,922","4,184","3,738","8,395","4,503","3,892","-473","-319","-154"
"60000","All nationalities","2013001212","Dec. 2013","14130","Kawasaki-shi","1,420","749","671","5,172","2,713","2,459","5,257","2,858","2,399","-85","-145","60"
"60000","All nationalities","2013001212","Dec. 2013","14150","Sagamihara-shi","408","205","203","1,724","912","812","1,695","870","825","29","42","-13"
"60000","All nationalities","2013001212","Dec. 2013","15100","Niigata-shi","906","423","483","893","473","420","831","421","410","62","52","10"
"60000","All nationalities","2013001212","Dec. 2013","22100","Shizuoka-shi","583","280","303","830","465","365","907","522","385","-77","-57","-20"
"60000","All nationalities","2013001212","Dec. 2013","22130","Hamamatsu-shi","1,230","625","605","1,058","565","493","1,102","647","455","-44","-82","38"
"60000","All nationalities","2013001212","Dec. 2013","23100","Nagoya-shi","4,345","2,227","2,118","4,933","2,661","2,272","4,628","2,517","2,111","305","144","161"
"60000","All nationalities","2013001212","Dec. 2013","26100","Kyoto-shi","2,363","1,101","1,262","2,400","1,191","1,209","2,713","1,306","1,407","-313","-115","-198"
"60000","All nationalities","2013001212","Dec. 2013","27100","Osaka-shi","5,144","2,657","2,487","6,554","3,371","3,183","6,666","3,472","3,194","-112","-101","-11"
"60000","All nationalities","2013001212","Dec. 2013","27140","Sakai-shi","1,013","524","489","1,700","845","855","1,640","832","808","60","13","47"
"60000","All nationalities","2013001212","Dec. 2013","28100","Kobe-shi","2,218","1,069","1,149","2,723","1,362","1,361","2,591","1,302","1,289","132","60","72"
"60000","All nationalities","2013001212","Dec. 2013","33100","Okayama-shi","797","384","413","1,275","681","594","1,291","670","621","-16","11","-27"
"60000","All nationalities","2013001212","Dec. 2013","34100","Hiroshima-shi","1,703","871","832","1,966","1,044","922","1,811","948","863","155","96","59"
"60000","All nationalities","2013001212","Dec. 2013","40100","Kitakyushu-shi","1,453","786","667","1,359","707","652","1,442","724","718","-83","-17","-66"
"60000","All nationalities","2013001212","Dec. 2013","40130","Fukuoka-shi","2,832","1,358","1,474","3,869","2,004","1,865","3,460","1,739","1,721","409","265","144"
"60000","All nationalities","2013001212","Dec. 2013","43100","Kumamoto-shi","1,126","543","583","1,315","686","629","1,307","667","640","8","19","-11"
"60000","All nationalities","2013001111","Nov. 2013","00000","Japan","203,391","101,118","102,273","133,982","72,878","61,104","133,982","72,878","61,104","0","0","0"
"60000","All nationalities","2013001111","Nov. 2013","01000","Hokkaido","12,980","6,264","6,716","2,361","1,385","976","2,665","1,451","1,214","-304","-66","-238"
"60000","All nationalities","2013001111","Nov. 2013","02000","Aomori-ken","1,092","490","602","961","547","414","1,138","648","490","-177","-101","-76"
"60000","All nationalities","2013001111","Nov. 2013","03000","Iwate-ken","1,235","567","668","962","543","419","989","491","498","-27","52","-79"
"60000","All nationalities","2013001111","Nov. 2013","04000","Miyagi-ken","4,257","2,023","2,234","2,705","1,559","1,146","2,109","1,153","956","596","406","190"
"60000","All nationalities","2013001111","Nov. 2013","05000","Akita-ken","709","332","377","552","313","239","751","400","351","-199","-87","-112"
"60000","All nationalities","2013001111","Nov. 2013","06000","Yamagata-ken","1,022","465","557","681","389","292","836","444","392","-155","-55","-100"
"60000","All nationalities","2013001111","Nov. 2013","07000","Fukushima-ken","1,508","697","811","1,471","870","601","1,471","789","682","0","81","-81"
"60000","All nationalities","2013001111","Nov. 2013","08000","Ibaraki-ken","3,473","1,717","1,756","2,894","1,660","1,234","2,965","1,650","1,315","-71","10","-81"
"60000","All nationalities","2013001111","Nov. 2013","09000","Tochigi-ken","1,917","939","978","1,835","1,033","802","1,958","1,110","848","-123","-77","-46"
"60000","All nationalities","2013001111","Nov. 2013","10000","Gumma-ken","2,022","1,009","1,013","1,787","1,037","750","1,664","889","775","123","148","-25"
"60000","All nationalities","2013001111","Nov. 2013","11000","Saitama-ken","10,744","5,426","5,318","10,593","5,746","4,847","10,213","5,565","4,648","380","181","199"
"60000","All nationalities","2013001111","Nov. 2013","12000","Chiba-ken","9,160","4,633","4,527","8,517","4,625","3,892","8,822","4,856","3,966","-305","-231","-74"
"60000","All nationalities","2013001111","Nov. 2013","13000","Tokyo-to","34,423","17,696","16,727","24,868","12,985","11,883","22,890","12,260","10,630","1,978","725","1,253"
"60000","All nationalities","2013001111","Nov. 2013","14000","Kanagawa-ken","17,566","9,078","8,488","12,701","6,652","6,049","12,464","6,791","5,673","237","-139","376"
"60000","All nationalities","2013001111","Nov. 2013","15000","Niigata-ken","2,478","1,123","1,355","1,197","677","520","1,339","733","606","-142","-56","-86"
"60000","All nationalities","2013001111","Nov. 2013","16000","Toyama-ken","944","435","509","682","402","280","734","410","324","-52","-8","-44"
"60000","All nationalities","2013001111","Nov. 2013","17000","Ishikawa-ken","1,175","550","625","904","525","379","921","489","432","-17","36","-53"
"60000","All nationalities","2013001111","Nov. 2013","18000","Fukui-ken","665","288","377","513","285","228","574","325","249","-61","-40","-21"
"60000","All nationalities","2013001111","Nov. 2013","19000","Yamanashi-ken","1,194","551","643","705","393","312","847","453","394","-142","-60","-82"
"60000","All nationalities","2013001111","Nov. 2013","20000","Nagano-ken","2,391","1,115","1,276","1,594","891","703","1,547","838","709","47","53","-6"
"60000","All nationalities","2013001111","Nov. 2013","21000","Gifu-ken","2,164","1,048","1,116","1,806","1,019","787","1,985","1,054","931","-179","-35","-144"
"60000","All nationalities","2013001111","Nov. 2013","22000","Shizuoka-ken","5,735","2,948","2,787","2,844","1,587","1,257","3,160","1,850","1,310","-316","-263","-53"
"60000","All nationalities","2013001111","Nov. 2013","23000","Aichi-ken","15,076","7,838","7,238","6,363","3,676","2,687","5,938","3,515","2,423","425","161","264"
"60000","All nationalities","2013001111","Nov. 2013","24000","Mie-ken","1,798","906","892","1,737","1,002","735","1,826","1,000","826","-89","2","-91"
"60000","All nationalities","2013001111","Nov. 2013","25000","Shiga-ken","1,676","839","837","1,589","847","742","1,508","841","667","81","6","75"
"60000","All nationalities","2013001111","Nov. 2013","26000","Kyoto-fu","3,748","1,855","1,893","3,008","1,526","1,482","3,151","1,659","1,492","-143","-133","-10"
"60000","All nationalities","2013001111","Nov. 2013","27000","Osaka-fu","17,113","8,673","8,440","8,807","4,667","4,140","9,462","5,033","4,429","-655","-366","-289"
"60000","All nationalities","2013001111","Nov. 2013","28000","Hyogo-ken","7,823","3,802","4,021","5,142","2,678","2,464","5,367","2,826","2,541","-225","-148","-77"
"60000","All nationalities","2013001111","Nov. 2013","29000","Nara-ken","1,421","656","765","1,540","767","773","1,641","806","835","-101","-39","-62"
"60000","All nationalities","2013001111","Nov. 2013","30000","Wakayama-ken","855","402","453","732","389","343","797","414","383","-65","-25","-40"
"60000","All nationalities","2013001111","Nov. 2013","31000","Tottori-ken","430","193","237","502","286","216","481","245","236","21","41","-20"
"60000","All nationalities","2013001111","Nov. 2013","32000","Shimane-ken","401","202","199","558","294","264","624","351","273","-66","-57","-9"
"60000","All nationalities","2013001111","Nov. 2013","33000","Okayama-ken","2,530","1,221","1,309","1,538","870","668","1,548","822","726","-10","48","-58"
"60000","All nationalities","2013001111","Nov. 2013","34000","Hiroshima-ken","4,176","2,009","2,167","2,271","1,282","989","2,511","1,452","1,059","-240","-170","-70"
"60000","All nationalities","2013001111","Nov. 2013","35000","Yamaguchi-ken","1,205","590","615","1,297","754","543","1,178","653","525","119","101","18"
"60000","All nationalities","2013001111","Nov. 2013","36000","Tokushima-ken","824","383","441","485","272","213","590","331","259","-105","-59","-46"
"60000","All nationalities","2013001111","Nov. 2013","37000","Kagawa-ken","927","416","511","892","479","413","951","502","449","-59","-23","-36"
"60000","All nationalities","2013001111","Nov. 2013","38000","Ehime-ken","1,036","474","562","971","538","433","887","482","405","84","56","28"
"60000","All nationalities","2013001111","Nov. 2013","39000","Kochi-ken","676","296","380","452","253","199","467","249","218","-15","4","-19"
"60000","All nationalities","2013001111","Nov. 2013","40000","Fukuoka-ken","11,195","5,494","5,701","4,782","2,628","2,154","4,975","2,737","2,238","-193","-109","-84"
"60000","All nationalities","2013001111","Nov. 2013","41000","Saga-ken","778","359","419","946","511","435","865","434","431","81","77","4"
"60000","All nationalities","2013001111","Nov. 2013","42000","Nagasaki-ken","1,115","529","586","1,161","653","508","1,310","705","605","-149","-52","-97"
"60000","All nationalities","2013001111","Nov. 2013","43000","Kumamoto-ken","3,110","1,413","1,697","1,454","820","634","1,465","800","665","-11","20","-31"
"60000","All nationalities","2013001111","Nov. 2013","44000","Oita-ken","935","470","465","1,005","568","437","1,032","516","516","-27","52","-79"
"60000","All nationalities","2013001111","Nov. 2013","45000","Miyazaki-ken","934","430","504","918","524","394","898","509","389","20","15","5"
"60000","All nationalities","2013001111","Nov. 2013","46000","Kagoshima-ken","1,617","801","816","1,404","742","662","1,317","700","617","87","42","45"
"60000","All nationalities","2013001111","Nov. 2013","47000","Okinawa-ken","3,138","1,473","1,665","1,295","729","566","1,151","647","504","144","82","62"
"60000","All nationalities","2013001111","Nov. 2013","48000","Tokyo-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2013001111","Nov. 2013","49000","Nagoya-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2013001111","Nov. 2013","50000","Osaka-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2013001111","Nov. 2013","00416","Total of 21 major cities","64,121","32,037","32,084","79,175","41,622","37,553","75,143","40,050","35,093","4,032","1,572","2,460"
"60000","All nationalities","2013001111","Nov. 2013","01100","Sapporo-shi","5,271","2,464","2,807","3,336","1,709","1,627","2,704","1,450","1,254","632","259","373"
"60000","All nationalities","2013001111","Nov. 2013","04100","Sendai-shi","1,536","734","802","2,446","1,294","1,152","2,128","1,130","998","318","164","154"
"60000","All nationalities","2013001111","Nov. 2013","11100","Saitama-shi","1,454","734","720","3,261","1,748","1,513","3,075","1,652","1,423","186","96","90"
"60000","All nationalities","2013001111","Nov. 2013","12100","Chiba-shi","908","441","467","2,316","1,243","1,073","2,230","1,185","1,045","86","58","28"
"60000","All nationalities","2013001111","Nov. 2013","13100","Ku-area of Tokyo","21,668","11,099","10,569","22,675","11,802","10,873","20,926","11,120","9,806","1,749","682","1,067"
"60000","All nationalities","2013001111","Nov. 2013","14100","Yokohama-shi","5,619","2,852","2,767","7,759","4,043","3,716","7,976","4,221","3,755","-217","-178","-39"
"60000","All nationalities","2013001111","Nov. 2013","14130","Kawasaki-shi","1,611","869","742","5,363","2,785","2,578","4,816","2,623","2,193","547","162","385"
"60000","All nationalities","2013001111","Nov. 2013","14150","Sagamihara-shi","455","240","215","1,779","923","856","1,651","848","803","128","75","53"
"60000","All nationalities","2013001111","Nov. 2013","15100","Niigata-shi","913","423","490","944","497","447","860","445","415","84","52","32"
"60000","All nationalities","2013001111","Nov. 2013","22100","Shizuoka-shi","626","295","331","884","506","378","845","476","369","39","30","9"
"60000","All nationalities","2013001111","Nov. 2013","22130","Hamamatsu-shi","1,287","643","644","1,113","635","478","1,235","804","431","-122","-169","47"
"60000","All nationalities","2013001111","Nov. 2013","23100","Nagoya-shi","4,384","2,218","2,166","4,738","2,619","2,119","4,639","2,550","2,089","99","69","30"
"60000","All nationalities","2013001111","Nov. 2013","26100","Kyoto-shi","2,120","1,043","1,077","2,363","1,185","1,178","2,412","1,269","1,143","-49","-84","35"
"60000","All nationalities","2013001111","Nov. 2013","27100","Osaka-shi","5,069","2,600","2,469","6,398","3,377","3,021","6,214","3,234","2,980","184","143","41"
"60000","All nationalities","2013001111","Nov. 2013","27140","Sakai-shi","913","446","467","1,669","876","793","1,576","798","778","93","78","15"
"60000","All nationalities","2013001111","Nov. 2013","28100","Kobe-shi","2,207","1,078","1,129","2,613","1,322","1,291","2,609","1,325","1,284","4","-3","7"
"60000","All nationalities","2013001111","Nov. 2013","33100","Okayama-shi","819","412","407","1,227","678","549","1,185","610","575","42","68","-26"
"60000","All nationalities","2013001111","Nov. 2013","34100","Hiroshima-shi","1,854","879","975","1,921","1,018","903","1,787","945","842","134","73","61"
"60000","All nationalities","2013001111","Nov. 2013","40100","Kitakyushu-shi","1,240","583","657","1,339","721","618","1,504","837","667","-165","-116","-49"
"60000","All nationalities","2013001111","Nov. 2013","40130","Fukuoka-shi","3,025","1,473","1,552","3,783","1,970","1,813","3,475","1,844","1,631","308","126","182"
"60000","All nationalities","2013001111","Nov. 2013","43100","Kumamoto-shi","1,142","511","631","1,248","671","577","1,296","684","612","-48","-13","-35"
"60000","All nationalities","2013001010","Oct. 2013","00000","Japan","224,520","114,903","109,617","169,942","94,332","75,610","169,942","94,332","75,610","0","0","0"
"60000","All nationalities","2013001010","Oct. 2013","01000","Hokkaido","15,591","7,882","7,709","3,465","2,009","1,456","3,598","1,977","1,621","-133","32","-165"
"60000","All nationalities","2013001010","Oct. 2013","02000","Aomori-ken","1,242","586","656","1,368","810","558","1,482","816","666","-114","-6","-108"
"60000","All nationalities","2013001010","Oct. 2013","03000","Iwate-ken","1,321","654","667","1,461","834","627","1,306","697","609","155","137","18"
"60000","All nationalities","2013001010","Oct. 2013","04000","Miyagi-ken","4,700","2,367","2,333","3,623","2,143","1,480","3,244","1,856","1,388","379","287","92"
"60000","All nationalities","2013001010","Oct. 2013","05000","Akita-ken","733","355","378","928","535","393","986","527","459","-58","8","-66"
"60000","All nationalities","2013001010","Oct. 2013","06000","Yamagata-ken","1,222","583","639","1,012","536","476","1,050","564","486","-38","-28","-10"
"60000","All nationalities","2013001010","Oct. 2013","07000","Fukushima-ken","1,626","806","820","2,072","1,291","781","1,961","1,140","821","111","151","-40"
"60000","All nationalities","2013001010","Oct. 2013","08000","Ibaraki-ken","3,723","1,909","1,814","3,587","2,101","1,486","3,885","2,205","1,680","-298","-104","-194"
"60000","All nationalities","2013001010","Oct. 2013","09000","Tochigi-ken","2,041","1,018","1,023","2,474","1,416","1,058","2,573","1,428","1,145","-99","-12","-87"
"60000","All nationalities","2013001010","Oct. 2013","10000","Gumma-ken","2,312","1,208","1,104","2,200","1,281","919","2,246","1,335","911","-46","-54","8"
"60000","All nationalities","2013001010","Oct. 2013","11000","Saitama-ken","11,565","6,047","5,518","12,344","6,776","5,568","11,908","6,536","5,372","436","240","196"
"60000","All nationalities","2013001010","Oct. 2013","12000","Chiba-ken","10,654","5,683","4,971","10,499","5,713","4,786","10,287","5,800","4,487","212","-87","299"
"60000","All nationalities","2013001010","Oct. 2013","13000","Tokyo-to","36,141","18,687","17,454","29,532","15,822","13,710","28,006","15,163","12,843","1,526","659","867"
"60000","All nationalities","2013001010","Oct. 2013","14000","Kanagawa-ken","18,719","9,836","8,883","15,704","8,490","7,214","15,089","8,463","6,626","615","27","588"
"60000","All nationalities","2013001010","Oct. 2013","15000","Niigata-ken","2,906","1,401","1,505","1,638","909","729","1,740","968","772","-102","-59","-43"
"60000","All nationalities","2013001010","Oct. 2013","16000","Toyama-ken","986","455","531","918","534","384","902","505","397","16","29","-13"
"60000","All nationalities","2013001010","Oct. 2013","17000","Ishikawa-ken","1,188","556","632","1,211","706","505","1,264","706","558","-53","0","-53"
"60000","All nationalities","2013001010","Oct. 2013","18000","Fukui-ken","763","323","440","639","364","275","777","446","331","-138","-82","-56"
"60000","All nationalities","2013001010","Oct. 2013","19000","Yamanashi-ken","1,269","615","654","922","490","432","983","545","438","-61","-55","-6"
"60000","All nationalities","2013001010","Oct. 2013","20000","Nagano-ken","2,622","1,249","1,373","2,056","1,142","914","2,051","1,134","917","5","8","-3"
"60000","All nationalities","2013001010","Oct. 2013","21000","Gifu-ken","2,827","1,399","1,428","2,062","1,148","914","2,278","1,200","1,078","-216","-52","-164"
"60000","All nationalities","2013001010","Oct. 2013","22000","Shizuoka-ken","5,924","3,096","2,828","3,664","2,127","1,537","4,284","2,428","1,856","-620","-301","-319"
"60000","All nationalities","2013001010","Oct. 2013","23000","Aichi-ken","16,264","8,706","7,558","8,259","4,737","3,522","7,997","4,750","3,247","262","-13","275"
"60000","All nationalities","2013001010","Oct. 2013","24000","Mie-ken","2,039","1,051","988","2,237","1,307","930","2,239","1,284","955","-2","23","-25"
"60000","All nationalities","2013001010","Oct. 2013","25000","Shiga-ken","1,908","985","923","2,041","1,149","892","1,822","1,058","764","219","91","128"
"60000","All nationalities","2013001010","Oct. 2013","26000","Kyoto-fu","4,364","2,208","2,156","3,825","2,105","1,720","4,090","2,247","1,843","-265","-142","-123"
"60000","All nationalities","2013001010","Oct. 2013","27000","Osaka-fu","19,041","9,871","9,170","11,305","6,208","5,097","11,887","6,481","5,406","-582","-273","-309"
"60000","All nationalities","2013001010","Oct. 2013","28000","Hyogo-ken","9,022","4,546","4,476","6,685","3,539","3,146","6,883","3,740","3,143","-198","-201","3"
"60000","All nationalities","2013001010","Oct. 2013","29000","Nara-ken","1,728","858","870","1,726","889","837","1,941","1,033","908","-215","-144","-71"
"60000","All nationalities","2013001010","Oct. 2013","30000","Wakayama-ken","918","473","445","930","502","428","967","491","476","-37","11","-48"
"60000","All nationalities","2013001010","Oct. 2013","31000","Tottori-ken","433","215","218","608","353","255","640","359","281","-32","-6","-26"
"60000","All nationalities","2013001010","Oct. 2013","32000","Shimane-ken","414","207","207","787","454","333","741","394","347","46","60","-14"
"60000","All nationalities","2013001010","Oct. 2013","33000","Okayama-ken","2,825","1,373","1,452","1,999","1,109","890","2,283","1,249","1,034","-284","-140","-144"
"60000","All nationalities","2013001010","Oct. 2013","34000","Hiroshima-ken","5,100","2,555","2,545","3,267","1,880","1,387","3,392","1,893","1,499","-125","-13","-112"
"60000","All nationalities","2013001010","Oct. 2013","35000","Yamaguchi-ken","1,301","704","597","1,521","884","637","1,665","946","719","-144","-62","-82"
"60000","All nationalities","2013001010","Oct. 2013","36000","Tokushima-ken","834","409","425","629","366","263","711","388","323","-82","-22","-60"
"60000","All nationalities","2013001010","Oct. 2013","37000","Kagawa-ken","984","513","471","1,268","736","532","1,257","715","542","11","21","-10"
"60000","All nationalities","2013001010","Oct. 2013","38000","Ehime-ken","1,113","550","563","1,365","779","586","1,376","786","590","-11","-7","-4"
"60000","All nationalities","2013001010","Oct. 2013","39000","Kochi-ken","667","343","324","641","347","294","654","356","298","-13","-9","-4"
"60000","All nationalities","2013001010","Oct. 2013","40000","Fukuoka-ken","12,510","6,280","6,230","6,820","3,829","2,991","6,651","3,734","2,917","169","95","74"
"60000","All nationalities","2013001010","Oct. 2013","41000","Saga-ken","788","354","434","1,042","578","464","1,104","601","503","-62","-23","-39"
"60000","All nationalities","2013001010","Oct. 2013","42000","Nagasaki-ken","1,335","663","672","1,574","872","702","1,660","929","731","-86","-57","-29"
"60000","All nationalities","2013001010","Oct. 2013","43000","Kumamoto-ken","3,682","1,791","1,891","2,001","1,096","905","2,046","1,119","927","-45","-23","-22"
"60000","All nationalities","2013001010","Oct. 2013","44000","Oita-ken","1,069","528","541","1,216","684","532","1,422","760","662","-206","-76","-130"
"60000","All nationalities","2013001010","Oct. 2013","45000","Miyazaki-ken","1,081","534","547","1,238","675","563","1,170","646","524","68","29","39"
"60000","All nationalities","2013001010","Oct. 2013","46000","Kagoshima-ken","1,907","959","948","1,887","1,102","785","1,800","975","825","87","127","-40"
