"Nationality Code","Nationality","Time Code","Time","Area Code","Area","Both sexes Intra Prefectural","Male Intra Prefectural","Female Intra Prefectural","Both sexes enter the prefecture","Male enter the prefecture","Female enter the prefecture","Both sexes left the prefecture","Male left the prefecture","Female left the prefecture","Both sexes Net Migrations","Male Net Migrations","Female Net Migrations"
"60000","All nationalities","2014001212","Dec. 2014","01100","Sapporo-shi","4,415","2,154","2,261","2,794","1,448","1,346","2,413","1,225","1,188","381","223","158"
"60000","All nationalities","2014001212","Dec. 2014","04100","Sendai-shi","1,677","780","897","2,008","1,118","890","2,157","1,163","994","-149","-45","-104"
"60000","All nationalities","2014001212","Dec. 2014","11100","Saitama-shi","1,476","739","737","3,203","1,666","1,537","3,342","1,791","1,551","-139","-125","-14"
"60000","All nationalities","2014001212","Dec. 2014","12100","Chiba-shi","920","455","465","2,314","1,240","1,074","2,248","1,211","1,037","66","29","37"
"60000","All nationalities","2014001212","Dec. 2014","13100","Ku-area of Tokyo","22,678","11,702","10,976","22,939","11,950","10,989","21,326","11,214","10,112","1,613","736","877"
"60000","All nationalities","2014001212","Dec. 2014","14100","Yokohama-shi","6,258","3,164","3,094","8,198","4,316","3,882","7,936","4,273","3,663","262","43","219"
"60000","All nationalities","2014001212","Dec. 2014","14130","Kawasaki-shi","1,291","682","609","4,747","2,498","2,249","5,322","2,877","2,445","-575","-379","-196"
"60000","All nationalities","2014001212","Dec. 2014","14150","Sagamihara-shi","426","225","201","1,606","817","789","1,891","1,000","891","-285","-183","-102"
"60000","All nationalities","2014001212","Dec. 2014","15100","Niigata-shi","848","389","459","872","478","394","762","398","364","110","80","30"
"60000","All nationalities","2014001212","Dec. 2014","22100","Shizuoka-shi","526","267","259","837","457","380","837","433","404","0","24","-24"
"60000","All nationalities","2014001212","Dec. 2014","22130","Hamamatsu-shi","1,176","596","580","1,098","614","484","1,074","618","456","24","-4","28"
"60000","All nationalities","2014001212","Dec. 2014","23100","Nagoya-shi","4,299","2,208","2,091","4,904","2,681","2,223","4,488","2,482","2,006","416","199","217"
"60000","All nationalities","2014001212","Dec. 2014","26100","Kyoto-shi","2,466","1,198","1,268","2,466","1,254","1,212","2,683","1,324","1,359","-217","-70","-147"
"60000","All nationalities","2014001212","Dec. 2014","27100","Osaka-shi","4,986","2,523","2,463","6,429","3,304","3,125","6,358","3,345","3,013","71","-41","112"
"60000","All nationalities","2014001212","Dec. 2014","27140","Sakai-shi","921","445","476","1,510","761","749","1,776","900","876","-266","-139","-127"
"60000","All nationalities","2014001212","Dec. 2014","28100","Kobe-shi","1,925","933","992","2,572","1,287","1,285","2,877","1,435","1,442","-305","-148","-157"
"60000","All nationalities","2014001212","Dec. 2014","33100","Okayama-shi","843","427","416","1,216","647","569","1,171","648","523","45","-1","46"
"60000","All nationalities","2014001212","Dec. 2014","34100","Hiroshima-shi","1,720","847","873","1,829","991","838","1,877","1,011","866","-48","-20","-28"
"60000","All nationalities","2014001212","Dec. 2014","40100","Kitakyushu-shi","1,231","640","591","1,316","697","619","1,383","720","663","-67","-23","-44"
"60000","All nationalities","2014001212","Dec. 2014","40130","Fukuoka-shi","2,782","1,358","1,424","3,723","1,940","1,783","3,404","1,773","1,631","319","167","152"
"60000","All nationalities","2014001212","Dec. 2014","43100","Kumamoto-shi","1,188","579","609","1,243","624","619","1,224","619","605","19","5","14"
"60000","All nationalities","2014001111","Nov. 2014","00000","Japan","181,049","90,576","90,473","123,730","67,244","56,486","123,730","67,244","56,486","0","0","0"
"60000","All nationalities","2014001111","Nov. 2014","01000","Hokkaido","11,437","5,510","5,927","2,185","1,286","899","2,508","1,367","1,141","-323","-81","-242"
"60000","All nationalities","2014001111","Nov. 2014","02000","Aomori-ken","978","440","538","842","492","350","940","546","394","-98","-54","-44"
"60000","All nationalities","2014001111","Nov. 2014","03000","Iwate-ken","1,053","468","585","881","499","382","862","444","418","19","55","-36"
"60000","All nationalities","2014001111","Nov. 2014","04000","Miyagi-ken","3,881","1,900","1,981","2,234","1,289","945","2,141","1,236","905","93","53","40"
"60000","All nationalities","2014001111","Nov. 2014","05000","Akita-ken","494","221","273","515","289","226","630","335","295","-115","-46","-69"
"60000","All nationalities","2014001111","Nov. 2014","06000","Yamagata-ken","864","388","476","664","386","278","714","369","345","-50","17","-67"
"60000","All nationalities","2014001111","Nov. 2014","07000","Fukushima-ken","1,492","729","763","1,602","1,017","585","1,351","776","575","251","241","10"
"60000","All nationalities","2014001111","Nov. 2014","08000","Ibaraki-ken","3,014","1,529","1,485","2,658","1,474","1,184","2,983","1,717","1,266","-325","-243","-82"
"60000","All nationalities","2014001111","Nov. 2014","09000","Tochigi-ken","1,656","816","840","1,777","985","792","1,919","1,074","845","-142","-89","-53"
"60000","All nationalities","2014001111","Nov. 2014","10000","Gumma-ken","1,834","931","903","1,646","1,022","624","1,648","937","711","-2","85","-87"
"60000","All nationalities","2014001111","Nov. 2014","11000","Saitama-ken","9,882","5,099","4,783","10,116","5,412","4,704","9,127","4,920","4,207","989","492","497"
"60000","All nationalities","2014001111","Nov. 2014","12000","Chiba-ken","8,155","4,196","3,959","8,161","4,400","3,761","7,791","4,263","3,528","370","137","233"
"60000","All nationalities","2014001111","Nov. 2014","13000","Tokyo-to","30,764","15,862","14,902","23,025","11,928","11,097","20,948","11,170","9,778","2,077","758","1,319"
"60000","All nationalities","2014001111","Nov. 2014","14000","Kanagawa-ken","15,253","7,977","7,276","11,612","6,175","5,437","11,640","6,371","5,269","-28","-196","168"
"60000","All nationalities","2014001111","Nov. 2014","15000","Niigata-ken","2,240","1,029","1,211","1,068","642","426","1,181","622","559","-113","20","-133"
"60000","All nationalities","2014001111","Nov. 2014","16000","Toyama-ken","838","363","475","641","377","264","615","324","291","26","53","-27"
"60000","All nationalities","2014001111","Nov. 2014","17000","Ishikawa-ken","987","470","517","770","457","313","773","424","349","-3","33","-36"
"60000","All nationalities","2014001111","Nov. 2014","18000","Fukui-ken","628","284","344","451","250","201","518","285","233","-67","-35","-32"
"60000","All nationalities","2014001111","Nov. 2014","19000","Yamanashi-ken","995","474","521","672","381","291","830","466","364","-158","-85","-73"
"60000","All nationalities","2014001111","Nov. 2014","20000","Nagano-ken","2,091","964","1,127","1,412","757","655","1,637","892","745","-225","-135","-90"
"60000","All nationalities","2014001111","Nov. 2014","21000","Gifu-ken","2,016","959","1,057","1,570","817","753","1,831","945","886","-261","-128","-133"
"60000","All nationalities","2014001111","Nov. 2014","22000","Shizuoka-ken","4,868","2,513","2,355","2,686","1,483","1,203","2,881","1,623","1,258","-195","-140","-55"
"60000","All nationalities","2014001111","Nov. 2014","23000","Aichi-ken","12,969","6,808","6,161","6,035","3,487","2,548","5,793","3,514","2,279","242","-27","269"
"60000","All nationalities","2014001111","Nov. 2014","24000","Mie-ken","1,544","785","759","1,683","982","701","1,860","1,019","841","-177","-37","-140"
"60000","All nationalities","2014001111","Nov. 2014","25000","Shiga-ken","1,324","647","677","1,415","786","629","1,397","772","625","18","14","4"
"60000","All nationalities","2014001111","Nov. 2014","26000","Kyoto-fu","3,431","1,674","1,757","2,926","1,510","1,416","2,891","1,506","1,385","35","4","31"
"60000","All nationalities","2014001111","Nov. 2014","27000","Osaka-fu","15,484","7,740","7,744","7,890","4,175","3,715","8,793","4,694","4,099","-903","-519","-384"
"60000","All nationalities","2014001111","Nov. 2014","28000","Hyogo-ken","6,859","3,368","3,491","4,436","2,303","2,133","5,065","2,700","2,365","-629","-397","-232"
"60000","All nationalities","2014001111","Nov. 2014","29000","Nara-ken","1,245","596","649","1,338","691","647","1,439","701","738","-101","-10","-91"
"60000","All nationalities","2014001111","Nov. 2014","30000","Wakayama-ken","733","351","382","647","327","320","657","349","308","-10","-22","12"
"60000","All nationalities","2014001111","Nov. 2014","31000","Tottori-ken","356","163","193","419","238","181","412","200","212","7","38","-31"
"60000","All nationalities","2014001111","Nov. 2014","32000","Shimane-ken","333","158","175","525","280","245","551","300","251","-26","-20","-6"
"60000","All nationalities","2014001111","Nov. 2014","33000","Okayama-ken","2,384","1,117","1,267","1,657","909","748","1,480","738","742","177","171","6"
"60000","All nationalities","2014001111","Nov. 2014","34000","Hiroshima-ken","3,726","1,843","1,883","2,111","1,173","938","2,416","1,385","1,031","-305","-212","-93"
"60000","All nationalities","2014001111","Nov. 2014","35000","Yamaguchi-ken","1,067","522","545","1,014","575","439","1,008","545","463","6","30","-24"
"60000","All nationalities","2014001111","Nov. 2014","36000","Tokushima-ken","736","358","378","475","278","197","489","260","229","-14","18","-32"
"60000","All nationalities","2014001111","Nov. 2014","37000","Kagawa-ken","784","389","395","771","409","362","798","422","376","-27","-13","-14"
"60000","All nationalities","2014001111","Nov. 2014","38000","Ehime-ken","894","430","464","821","468","353","1,017","529","488","-196","-61","-135"
"60000","All nationalities","2014001111","Nov. 2014","39000","Kochi-ken","641","314","327","439","255","184","437","226","211","2","29","-27"
"60000","All nationalities","2014001111","Nov. 2014","40000","Fukuoka-ken","10,302","5,032","5,270","4,550","2,508","2,042","4,335","2,349","1,986","215","159","56"
"60000","All nationalities","2014001111","Nov. 2014","41000","Saga-ken","654","312","342","749","425","324","866","468","398","-117","-43","-74"
"60000","All nationalities","2014001111","Nov. 2014","42000","Nagasaki-ken","1,095","530","565","1,088","637","451","1,218","654","564","-130","-17","-113"
"60000","All nationalities","2014001111","Nov. 2014","43000","Kumamoto-ken","2,692","1,323","1,369","1,281","658","623","1,287","685","602","-6","-27","21"
"60000","All nationalities","2014001111","Nov. 2014","44000","Oita-ken","952","461","491","934","514","420","951","506","445","-17","8","-25"
"60000","All nationalities","2014001111","Nov. 2014","45000","Miyazaki-ken","899","400","499","845","458","387","832","439","393","13","19","-6"
"60000","All nationalities","2014001111","Nov. 2014","46000","Kagoshima-ken","1,541","710","831","1,201","655","546","1,177","608","569","24","47","-23"
"60000","All nationalities","2014001111","Nov. 2014","47000","Okinawa-ken","2,984","1,423","1,561","1,292","725","567","1,093","569","524","199","156","43"
"60000","All nationalities","2014001111","Nov. 2014","48000","Tokyo-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2014001111","Nov. 2014","49000","Nagoya-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2014001111","Nov. 2014","50000","Osaka-Area","***","***","***","***","***","***","***","***","***","***","***","***"
"60000","All nationalities","2014001111","Nov. 2014","00416","Total of 21 major cities","57,761","28,982","28,779","71,797","37,726","34,071","69,284","37,064","32,220","2,513","662","1,851"
"60000","All nationalities","2014001111","Nov. 2014","01100","Sapporo-shi","4,648","2,165","2,483","2,888","1,481","1,407","2,579","1,336","1,243","309","145","164"
"60000","All nationalities","2014001111","Nov. 2014","04100","Sendai-shi","1,394","677","717","2,164","1,160","1,004","2,094","1,143","951","70","17","53"
"60000","All nationalities","2014001111","Nov. 2014","11100","Saitama-shi","1,412","729","683","3,196","1,677","1,519","2,674","1,451","1,223","522","226","296"
"60000","All nationalities","2014001111","Nov. 2014","12100","Chiba-shi","824","429","395","2,196","1,170","1,026","2,055","1,158","897","141","12","129"
"60000","All nationalities","2014001111","Nov. 2014","13100","Ku-area of Tokyo","19,944","10,252","9,692","20,997","10,934","10,063","19,202","10,166","9,036","1,795","768","1,027"
"60000","All nationalities","2014001111","Nov. 2014","14100","Yokohama-shi","5,216","2,694","2,522","6,746","3,591","3,155","7,064","3,814","3,250","-318","-223","-95"
"60000","All nationalities","2014001111","Nov. 2014","14130","Kawasaki-shi","1,263","685","578","4,549","2,353","2,196","4,485","2,438","2,047","64","-85","149"
"60000","All nationalities","2014001111","Nov. 2014","14150","Sagamihara-shi","422","222","200","1,562","862","700","1,460","795","665","102","67","35"
"60000","All nationalities","2014001111","Nov. 2014","15100","Niigata-shi","835","371","464","823","446","377","759","383","376","64","63","1"
"60000","All nationalities","2014001111","Nov. 2014","22100","Shizuoka-shi","515","248","267","738","413","325","840","462","378","-102","-49","-53"
"60000","All nationalities","2014001111","Nov. 2014","22130","Hamamatsu-shi","1,178","580","598","947","526","421","1,003","596","407","-56","-70","14"
"60000","All nationalities","2014001111","Nov. 2014","23100","Nagoya-shi","3,719","1,890","1,829","4,290","2,421","1,869","4,347","2,485","1,862","-57","-64","7"
"60000","All nationalities","2014001111","Nov. 2014","26100","Kyoto-shi","1,965","951","1,014","2,200","1,090","1,110","2,304","1,173","1,131","-104","-83","-21"
"60000","All nationalities","2014001111","Nov. 2014","27100","Osaka-shi","4,652","2,327","2,325","5,905","3,082","2,823","5,888","3,056","2,832","17","26","-9"
"60000","All nationalities","2014001111","Nov. 2014","27140","Sakai-shi","806","398","408","1,491","751","740","1,526","788","738","-35","-37","2"
"60000","All nationalities","2014001111","Nov. 2014","28100","Kobe-shi","1,769","878","891","2,282","1,135","1,147","2,466","1,288","1,178","-184","-153","-31"
"60000","All nationalities","2014001111","Nov. 2014","33100","Okayama-shi","830","388","442","1,313","682","631","1,109","562","547","204","120","84"
"60000","All nationalities","2014001111","Nov. 2014","34100","Hiroshima-shi","1,567","795","772","1,597","850","747","1,756","938","818","-159","-88","-71"
"60000","All nationalities","2014001111","Nov. 2014","40100","Kitakyushu-shi","1,172","571","601","1,257","691","566","1,283","694","589","-26","-3","-23"
"60000","All nationalities","2014001111","Nov. 2014","40130","Fukuoka-shi","2,609","1,223","1,386","3,514","1,832","1,682","3,271","1,744","1,527","243","88","155"
"60000","All nationalities","2014001111","Nov. 2014","43100","Kumamoto-shi","1,021","509","512","1,142","579","563","1,119","594","525","23","-15","38"
"60000","All nationalities","2014001010","Oct. 2014","00000","Japan","216,334","110,755","105,579","163,982","91,560","72,422","163,982","91,560","72,422","0","0","0"
"60000","All nationalities","2014001010","Oct. 2014","01000","Hokkaido","14,749","7,380","7,369","3,530","2,113","1,417","3,617","2,012","1,605","-87","101","-188"
"60000","All nationalities","2014001010","Oct. 2014","02000","Aomori-ken","1,234","601","633","1,239","715","524","1,431","799","632","-192","-84","-108"
"60000","All nationalities","2014001010","Oct. 2014","03000","Iwate-ken","1,462","707","755","1,340","749","591","1,313","683","630","27","66","-39"
"60000","All nationalities","2014001010","Oct. 2014","04000","Miyagi-ken","4,578","2,309","2,269","3,367","1,998","1,369","3,132","1,819","1,313","235","179","56"
"60000","All nationalities","2014001010","Oct. 2014","05000","Akita-ken","720","345","375","806","448","358","961","540","421","-155","-92","-63"
"60000","All nationalities","2014001010","Oct. 2014","06000","Yamagata-ken","1,065","501","564","1,043","593","450","892","467","425","151","126","25"
"60000","All nationalities","2014001010","Oct. 2014","07000","Fukushima-ken","1,745","917","828","2,018","1,306","712","1,790","1,026","764","228","280","-52"
"60000","All nationalities","2014001010","Oct. 2014","08000","Ibaraki-ken","3,748","1,919","1,829","3,405","2,058","1,347","3,885","2,230","1,655","-480","-172","-308"
"60000","All nationalities","2014001010","Oct. 2014","09000","Tochigi-ken","1,944","980","964","2,438","1,463","975","2,507","1,418","1,089","-69","45","-114"
"60000","All nationalities","2014001010","Oct. 2014","10000","Gumma-ken","2,139","1,069","1,070","2,245","1,319","926","2,280","1,307","973","-35","12","-47"
"60000","All nationalities","2014001010","Oct. 2014","11000","Saitama-ken","11,833","6,220","5,613","12,307","6,720","5,587","11,385","6,384","5,001","922","336","586"
"60000","All nationalities","2014001010","Oct. 2014","12000","Chiba-ken","10,078","5,484","4,594","10,433","5,730","4,703","10,173","5,739","4,434","260","-9","269"
"60000","All nationalities","2014001010","Oct. 2014","13000","Tokyo-to","35,665","18,480","17,185","28,534","15,293","13,241","26,416","14,499","11,917","2,118","794","1,324"
"60000","All nationalities","2014001010","Oct. 2014","14000","Kanagawa-ken","17,760","9,210","8,550","14,901","8,271","6,630","14,442","8,089","6,353","459","182","277"
"60000","All nationalities","2014001010","Oct. 2014","15000","Niigata-ken","2,676","1,348","1,328","1,592","878","714","1,641","911","730","-49","-33","-16"
"60000","All nationalities","2014001010","Oct. 2014","16000","Toyama-ken","835","401","434","908","541","367","951","549","402","-43","-8","-35"
"60000","All nationalities","2014001010","Oct. 2014","17000","Ishikawa-ken","1,324","657","667","1,165","688","477","1,218","694","524","-53","-6","-47"
"60000","All nationalities","2014001010","Oct. 2014","18000","Fukui-ken","716","305","411","630","377","253","665","386","279","-35","-9","-26"
"60000","All nationalities","2014001010","Oct. 2014","19000","Yamanashi-ken","1,161","560","601","903","523","380","1,085","612","473","-182","-89","-93"
"60000","All nationalities","2014001010","Oct. 2014","20000","Nagano-ken","2,483","1,198","1,285","1,874","1,030","844","2,011","1,121","890","-137","-91","-46"
"60000","All nationalities","2014001010","Oct. 2014","21000","Gifu-ken","2,507","1,230","1,277","1,901","1,084","817","2,292","1,236","1,056","-391","-152","-239"
"60000","All nationalities","2014001010","Oct. 2014","22000","Shizuoka-ken","5,887","3,137","2,750","3,564","2,007","1,557","3,962","2,278","1,684","-398","-271","-127"
"60000","All nationalities","2014001010","Oct. 2014","23000","Aichi-ken","15,264","8,263","7,001","7,891","4,626","3,265","7,863","4,614","3,249","28","12","16"
"60000","All nationalities","2014001010","Oct. 2014","24000","Mie-ken","1,946","1,006","940","2,167","1,277","890","2,279","1,280","999","-112","-3","-109"
"60000","All nationalities","2014001010","Oct. 2014","25000","Shiga-ken","1,756","915","841","1,956","1,109","847","1,936","1,134","802","20","-25","45"
"60000","All nationalities","2014001010","Oct. 2014","26000","Kyoto-fu","4,170","2,118","2,052","3,950","2,229","1,721","4,012","2,142","1,870","-62","87","-149"
"60000","All nationalities","2014001010","Oct. 2014","27000","Osaka-fu","18,826","9,754","9,072","10,926","5,928","4,998","11,673","6,526","5,147","-747","-598","-149"
"60000","All nationalities","2014001010","Oct. 2014","28000","Hyogo-ken","8,349","4,239","4,110","6,180","3,347","2,833","6,759","3,732","3,027","-579","-385","-194"
"60000","All nationalities","2014001010","Oct. 2014","29000","Nara-ken","1,448","720","728","1,673","879","794","1,808","947","861","-135","-68","-67"
"60000","All nationalities","2014001010","Oct. 2014","30000","Wakayama-ken","870","416","454","866","474","392","947","489","458","-81","-15","-66"
"60000","All nationalities","2014001010","Oct. 2014","31000","Tottori-ken","409","183","226","568","307","261","624","344","280","-56","-37","-19"
"60000","All nationalities","2014001010","Oct. 2014","32000","Shimane-ken","369","182","187","766","436","330","732","391","341","34","45","-11"
"60000","All nationalities","2014001010","Oct. 2014","33000","Okayama-ken","2,828","1,383","1,445","2,140","1,175","965","2,074","1,161","913","66","14","52"
"60000","All nationalities","2014001010","Oct. 2014","34000","Hiroshima-ken","4,628","2,265","2,363","3,155","1,801","1,354","3,388","1,870","1,518","-233","-69","-164"
"60000","All nationalities","2014001010","Oct. 2014","35000","Yamaguchi-ken","1,282","684","598","1,471","819","652","1,522","875","647","-51","-56","5"
"60000","All nationalities","2014001010","Oct. 2014","36000","Tokushima-ken","899","422","477","607","340","267","629","347","282","-22","-7","-15"
"60000","All nationalities","2014001010","Oct. 2014","37000","Kagawa-ken","956","448","508","1,204","694","510","1,259","693","566","-55","1","-56"
"60000","All nationalities","2014001010","Oct. 2014","38000","Ehime-ken","1,074","527","547","1,190","646","544","1,261","708","553","-71","-62","-9"
"60000","All nationalities","2014001010","Oct. 2014","39000","Kochi-ken","668","305","363","611","360","251","577","322","255","34","38","-4"
"60000","All nationalities","2014001010","Oct. 2014","40000","Fukuoka-ken","11,889","5,948","5,941","6,339","3,552","2,787","6,326","3,524","2,802","13","28","-15"
"60000","All nationalities","2014001010","Oct. 2014","41000","Saga-ken","762","353","409","1,033","581","452","1,035","553","482","-2","28","-30"
"60000","All nationalities","2014001010","Oct. 2014","42000","Nagasaki-ken","1,291","645","646","1,327","768","559","1,610","893","717","-283","-125","-158"
"60000","All nationalities","2014001010","Oct. 2014","43000","Kumamoto-ken","3,239","1,532","1,707","1,813","988","825","1,813","1,003","810","0","-15","15"
"60000","All nationalities","2014001010","Oct. 2014","44000","Oita-ken","1,047","520","527","1,309","732","577","1,299","740","559","10","-8","18"
"60000","All nationalities","2014001010","Oct. 2014","45000","Miyazaki-ken","1,044","512","532","1,219","649","570","1,280","679","601","-61","-30","-31"
"60000","All nationalities","2014001010","Oct. 2014","46000","Kagoshima-ken","1,825","909","916","1,802","999","803","1,697","898","799","105","101","4"
