"Nationality Code","Nationality","Time Code","Time","Area Code","Area","Both sexes Intra Prefectural","Male Intra Prefectural","Female Intra Prefectural","Both sexes enter the prefecture","Male enter the prefecture","Female enter the prefecture","Both sexes left the prefecture","Male left the prefecture","Female left the prefecture","Both sexes Net Migrations","Male Net Migrations","Female Net Migrations"
"60000","All nationalities","2018000404","Apr. 2018","00000","Japan","350,545","187,170","163,375","411,276","236,642","174,634","411,276","236,642","174,634","0","0","0"
"60000","All nationalities","2018000404","Apr. 2018","01000","Hokkaido","40,638","23,939","16,699","10,477","6,516","3,961","11,500","6,794","4,706","-1,023","-278","-745"
"60000","All nationalities","2018000404","Apr. 2018","02000","Aomori-ken","4,011","2,280","1,731","3,183","1,869","1,314","4,816","2,740","2,076","-1,633","-871","-762"
"60000","All nationalities","2018000404","Apr. 2018","03000","Iwate-ken","3,805","2,062","1,743","3,334","2,000","1,334","4,901","2,712","2,189","-1,567","-712","-855"
"60000","All nationalities","2018000404","Apr. 2018","04000","Miyagi-ken","7,814","4,005","3,809","10,515","6,143","4,372","9,989","5,981","4,008","526","162","364"
"60000","All nationalities","2018000404","Apr. 2018","05000","Akita-ken","1,639","858","781","2,209","1,333","876","3,167","1,811","1,356","-958","-478","-480"
"60000","All nationalities","2018000404","Apr. 2018","06000","Yamagata-ken","2,896","1,622","1,274","2,737","1,623","1,114","3,345","1,837","1,508","-608","-214","-394"
"60000","All nationalities","2018000404","Apr. 2018","07000","Fukushima-ken","4,694","2,792","1,902","4,246","2,659","1,587","5,945","3,477","2,468","-1,699","-818","-881"
"60000","All nationalities","2018000404","Apr. 2018","08000","Ibaraki-ken","6,221","3,450","2,771","8,050","4,923","3,127","9,252","5,415","3,837","-1,202","-492","-710"
"60000","All nationalities","2018000404","Apr. 2018","09000","Tochigi-ken","2,629","1,396","1,233","5,175","3,092","2,083","5,960","3,404","2,556","-785","-312","-473"
"60000","All nationalities","2018000404","Apr. 2018","10000","Gumma-ken","3,156","1,637","1,519","5,259","3,245","2,014","5,435","3,155","2,280","-176","90","-266"
"60000","All nationalities","2018000404","Apr. 2018","11000","Saitama-ken","14,386","7,404","6,982","25,823","14,329","11,494","21,793","12,463","9,330","4,030","1,866","2,164"
"60000","All nationalities","2018000404","Apr. 2018","12000","Chiba-ken","12,476","6,589","5,887","23,860","13,658","10,202","20,448","12,132","8,316","3,412","1,526","1,886"
"60000","All nationalities","2018000404","Apr. 2018","13000","Tokyo-to","45,101","23,251","21,850","67,482","35,655","31,827","53,920","30,937","22,983","13,562","4,718","8,844"
"60000","All nationalities","2018000404","Apr. 2018","14000","Kanagawa-ken","21,727","11,420","10,307","33,577","19,274","14,303","28,158","16,231","11,927","5,419","3,043","2,376"
"60000","All nationalities","2018000404","Apr. 2018","15000","Niigata-ken","5,080","2,624","2,456","4,636","2,869","1,767","5,868","3,362","2,506","-1,232","-493","-739"
"60000","All nationalities","2018000404","Apr. 2018","16000","Toyama-ken","1,149","597","552","2,242","1,382","860","2,597","1,490","1,107","-355","-108","-247"
"60000","All nationalities","2018000404","Apr. 2018","17000","Ishikawa-ken","1,954","1,041","913","3,951","2,478","1,473","3,803","2,262","1,541","148","216","-68"
"60000","All nationalities","2018000404","Apr. 2018","18000","Fukui-ken","1,123","555","568","1,633","1,007","626","2,150","1,234","916","-517","-227","-290"
"60000","All nationalities","2018000404","Apr. 2018","19000","Yamanashi-ken","1,539","771","768","2,571","1,507","1,064","2,660","1,509","1,151","-89","-2","-87"
